countryyearcode,SLE,countrycode,countryname,year,,region,regionname,incomelevel,incomelevelname,GRxGincSC2022,GRxGincSC2021,GDP per capita (constant 2015 US$),GRpcUNUWIDER 2022,GRpc UNU WIDER,Pop total,"Population ages 00-04, female","Population ages 00-04, male",Pop<5,"Population ages 15-19, female","Population ages 20-24, female","Population ages 25-29, female","Population ages 30-34, female","Population ages 35-39, female","Population ages 40-44, female","Population ages 45-49, female",Female Pop15-49,"Mortality rate, infant (per 1,000 live births)",INFANT SURVIVAL ,Number of infants surviving to 1yr,"Birth rate, crude (per 1,000 people)",Number of births,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal survival per 100,000 live births",Maternal survival rate %,"Mortality rate, under-5 (per 1,000 live births)",U5 survival rate (per 1000 live births),U5 survival %,Number of children surviving to five ,Number of maternal deaths,Number of under-five deaths,"School life expectancy, primary and secondary, both sexes (years)",School percent,People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed sanitation services (% of population),"Immunization, DPT (% of children ages 12-23 months)",Control of Corruption: Estimate,Government Effectiveness: Estimate,Political Stability and Absence of Violence/Terrorism: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,Voice and Accountability: Estimate,Out of school: Primary school,Out of school: Lower school,Out of school: Upper school,In school: Primary school,In school: Lower school,In school: Upper school
HRV1982,0,HRV,Croatia,1982,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4634234,155259,163720,318979,163989,178222,185044,177116,137811,147190,173145,1162517,19.4,980.6,65438.34999,14.4,66732.9696,,,,22.2,977.8,97.78,65251.49767,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1983,0,HRV,Croatia,1983,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4658254,156331,164950,321281,160684,176911,184686,180636,148094,137424,171546,1159981,18.2,981.8,64485.98026,14.1,65681.3814,,,,20.8,979.2,97.92,64315.20867,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1984,0,HRV,Croatia,1984,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4680285,157049,165847,322896,158147,175134,183884,183219,158356,130603,168295,1157638,17,983,63950.01015,13.9,65055.9615,,,,19.5,980.5,98.05,63787.37025,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1985,0,HRV,Croatia,1985,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4701417,156458,165395,321853,156948,172835,182932,185316,166720,128676,163094,1156521,15.9,984.1,61534.63745,13.3,62528.8461,,,,18.2,981.8,98.18,61390.8211,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1986,0,HRV,Croatia,1986,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4721446,156269,165258,321527,156912,170041,181743,186480,173306,131019,155833,1155334,14.8,985.2,59540.07807,12.8,60434.5088,,,,17,983,98.3,59407.12215,,1061,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1987,0,HRV,Croatia,1987,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4739745,154330,163251,317581,158243,166670,180632,186766,178240,138202,146358,1155111,13.8,986.2,58429.20649,12.5,59246.8125,,,,15.8,984.2,98.42,58310.71286,,965,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1988,0,HRV,Croatia,1988,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4755207,150958,159698,310656,160325,163195,179413,186336,181679,148403,136635,1155986,12.8,987.2,57740.38631,12.3,58489.0461,,,,14.7,985.3,98.53,57629.25712,,873,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1989,0,HRV,Croatia,1989,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4767260,146864,155342,302206,162170,160436,177732,185492,184177,158599,129796,1158402,12,988,55107.6187,11.7,55776.942,,,,13.7,986.3,98.63,55012.79789,,789,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1990,0,HRV,Croatia,1990,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4777368,142508,150682,293190,163243,158990,175468,184544,186186,166891,127816,1163138,11.2,988.8,54796.79315,11.6,55417.4688,,,,12.9,987.1,98.71,54702.58345,,714,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1991,0,HRV,Croatia,1991,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4689022,135118,142916,278034,158875,153603,168071,179367,183413,170161,127920,1141410,11.3,988.7,51460.00017,11.1,52048.1442,,,,14,986,98.6,51319.47018,,756,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1992,0,HRV,Croatia,1992,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4575818,127195,134586,261781,153670,148834,158951,173378,178807,170594,131871,1116105,10,990,46659.61615,10.3,47130.9254,,,,11.5,988.5,98.85,46588.91976,,597,,,,,,,83,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1993,9.66834,HRV,Croatia,1993,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4600463,123469,130684,254153,153451,149514,154165,172470,178965,174580,142608,1125753,9.5,990.5,48301.64118,10.6,48764.9078,,,,10.9,989.1,98.91,48233.3703,,555,9.66834,56.87258824,,,,,85,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1994,10.1002,HRV,Croatia,1994,1000,ECS,Europe and Central Asia,HIC,High income,,0,,,0,4652024,121262,128344,249606,154844,151259,150590,171825,179785,178684,154339,1141326,9,991,47945.62015,10.4,48381.0496,,,,10.4,989.6,98.96,47877.88668,,521,10.1002,59.41294118,,,,,87,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1995,9.94704,HRV,Croatia,1995,1000,ECS,Europe and Central Asia,HIC,High income,,0,7263.571,,0,4620030,118213,125025,243238,154238,150050,145424,166948,177127,179012,161346,1134145,8.7,991.3,49920.20956,10.9,50358.327,,,,10,990,99,49854.74373,,494,9.94704,58.512,,,,,90,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1996,9.98687,HRV,Croatia,1996,1000,ECS,Europe and Central Asia,HIC,High income,,0,7803.922,,0,4557097,114521,121023,235544,152362,149875,143755,161629,173513,176526,163947,1121607,8.3,991.7,53327.42252,11.8,53773.7446,,,,9.6,990.4,99.04,53257.51665,,471,9.98687,58.74629412,,,,,91,-0.5786901,0.102206,-0.0394819,-0.1714107,-0.6342322,-0.1614263,NaN,NaN,NaN,NaN,NaN,NaN
HRV1997,10.1047,HRV,Croatia,1997,1000,ECS,Europe and Central Asia,HIC,High income,,0,8322.964,,0,4534920,115018,121393,236411,151743,149897,144817,157072,171756,175022,166024,1116331,8,992,54883.41581,12.2,55326.024,,,,9.3,990.7,99.07,54811.49198,,450,10.1047,59.43941176,,,,,92,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV1998,10.3964,HRV,Croatia,1998,1000,ECS,Europe and Central Asia,HIC,High income,,0,8511.782,,0,4532135,117841,124201,242042,151741,149558,147339,153188,170805,174021,167367,1114019,7.7,992.3,46771.27063,10.4,47134.204,,,,8.9,991.1,99.11,46714.70958,,428,10.3964,61.15529412,,,,,93,-0.5557587,0.0742144,0.0688601,-0.0805468,-0.3571571,-0.2924617,NaN,NaN,NaN,NaN,NaN,NaN
HRV1999,10.6066,HRV,Croatia,1999,1000,ECS,Europe and Central Asia,HIC,High income,,0,8473.711,,0,4512597,119806,126183,245989,151026,148261,149167,149844,168940,172555,167547,1107340,7.4,992.6,44792.03782,10,45125.97,,,,8.6,991.4,99.14,44737.88666,,405,10.6066,62.39176471,,,,,93,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HRV2000,10.7085,HRV,Croatia,2000,1000,ECS,Europe and Central Asia,HIC,High income,,0,8805.5,,0,4468302,119152,125550,244702,149209,146316,149285,147375,165695,170535,166829,1095244,7.2,992.8,43474.07621,9.8,43789.3596,11,"99,989",99.99,8.3,991.7,99.17,43425.90792,5,381,10.7085,62.99117647,98.6494,81.8363,96.1556,77.8747,93,-0.0725567,0.3321905,0.2781261,-0.0296176,0.030786,0.5106539,0,0,0.12,1,1,0.88
HRV2001,10.8154,HRV,Croatia,2001,1000,ECS,Europe and Central Asia,HIC,High income,,0,9428.411,,0,4299642,116677,122810,239487,143042,141133,143525,140721,156250,163754,161941,1050366,6.9,993.1,39283.76513,9.2,39556.7064,10,"99,990",99.99,8,992,99.2,39240.25275,4,357,10.8154,63.62,98.6556,81.8899,96.162,77.927,94,,,,,,,0,0,0.13,1,1,0.87
HRV2002,11.0225,HRV,Croatia,2002,1000,ECS,Europe and Central Asia,HIC,High income,0.469807956,,9962.045,4680.247999,,4302174,113623,119647,233270,142360,142293,143116,141356,152496,163777,163175,1048573,6.6,993.4,38464.01686,9,38719.566,10,"99,990",99.99,7.7,992.3,99.23,38421.42534,4,335,11.0225,64.83823529,98.6605,81.9319,96.1848,77.9858,95,0.2172349,0.3530358,0.6274384,0.3204752,-0.1457034,0.556711,0,0,0.13,1,1,0.87
HRV2003,11.226,HRV,Croatia,2003,1000,ECS,Europe and Central Asia,HIC,High income,0.451363379,,10509.55,4743.626,,4303399,107373,113242,220615,141165,143721,142489,142934,148534,163612,164056,1046511,6.3,993.7,38058.95952,8.9,38300.2511,10,"99,990",99.99,7.3,992.7,99.27,38020.65927,4,315,11.226,66.03529412,98.6654,81.9743,96.2077,78.0449,94,0.291435,0.3699,0.5586485,0.5090582,-0.023264,0.6236841,0,0,0.13,1,1,0.87
HRV2004,0,HRV,Croatia,2004,1000,ECS,Europe and Central Asia,HIC,High income,0.434862757,,10942.57,4758.516163,,4304600,101504,107242,208746,139165,144773,142074,144377,145212,162659,164585,1042845,6.1,993.9,38932.91165,9.1,39171.86,10,"99,990",99.99,7,993,99.3,38897.65698,4,298,11.4636,67.43294118,98.6703,82.0163,96.2305,78.1038,96,0.2621405,0.4415614,0.6860988,0.5356511,0.085003,0.6583207,0,0,0.13,1,1,0.87
HRV2005,11.7012,HRV,Croatia,2005,1000,ECS,Europe and Central Asia,HIC,High income,0.429404578,,11399.78,4895.117718,,4310145,98619,104318,202937,136373,145168,142270,145152,143213,160753,164917,1037846,5.8,994.2,40978.85272,9.563,41217.91664,10,"99,990",99.99,6.7,993.3,99.33,40941.75659,4,284,11.7012,68.83058824,98.6751,82.0584,96.2533,78.1627,96,0.1686195,0.4607839,0.4330623,0.5099912,0.1285327,0.4526123,0,0,0.12,1,1,0.88
HRV2006,11.9662,HRV,Croatia,2006,1000,ECS,Europe and Central Asia,HIC,High income,0.431296046,,11959.92,5158.26621,,4311159,93728,99307,193035,132433,144440,143374,145536,142081,157436,164406,1029706,5.5,994.5,40001.88635,9.33,40223.11347,9,"99,991",99.99,6.4,993.6,99.36,39965.68554,4,273,11.9662,70.38941176,98.68,82.1005,96.2762,78.2215,96,0.0785967,0.5713952,0.5591877,0.4197808,0.0060766,0.4814937,0,0,0.11,1,1,0.89
HRV2007,11.925,HRV,Croatia,2007,1000,ECS,Europe and Central Asia,HIC,High income,0.435352736,,12550.23,5463.776968,,4310217,94417,100044,194461,127558,142778,144215,145250,142171,152800,163492,1018264,5.3,994.7,40301.30479,9.4,40516.0398,9,"99,991",99.99,6.2,993.8,99.38,40264.84035,4,263,11.925,70.14705882,98.6849,82.1426,96.2991,78.2804,96,0.0918284,0.4742114,0.6047199,0.4911637,0.0876414,0.517976,0,0,0.1,1,1,0.9
HRV2008,11.7039,HRV,Croatia,2008,1000,ECS,Europe and Central Asia,HIC,High income,0.430168675,,12789.64,5501.70249,,4309705,98908,104708,203616,122730,140452,144532,144797,143186,147735,162221,1005653,5.1,994.9,42448.48249,9.9,42666.0795,9,"99,991",99.99,5.9,994.1,99.41,42414.34963,4,254,11.7039,68.84647059,,,96.322,78.3393,96,-0.0105806,0.5699982,0.5717462,0.5098007,0.0863836,0.4678069,0,0,0.1,1,1,0.9
HRV2009,11.7165,HRV,Croatia,2009,1000,ECS,Europe and Central Asia,HIC,High income,0.427513747,,11870.79,5074.925918,,4305181,103454,109447,212901,119025,137517,144028,144582,144302,143404,160232,993090,4.9,995.1,43269.26469,10.1,43482.3281,9,"99,991",99.99,5.7,994.3,99.43,43234.47883,4,244,11.7165,68.92058824,,,96.3448,78.3983,96,-0.0464476,0.5968499,0.6115873,0.5598809,0.1621467,0.4862779,0,0,0.11,1,1,0.89
HRV2010,11.7153,HRV,Croatia,2010,1000,ECS,Europe and Central Asia,HIC,High income,0.420299802,,11748.95,4938.081354,,4295427,105478,111607,217085,116929,134077,142735,144662,145028,140587,157317,981335,4.7,995.3,41897.33723,9.8,42095.1846,9,"99,991",99.99,5.5,994.5,99.45,41863.66108,4,235,11.7153,68.91352941,,,96.3677,78.4572,97,0.0592972,0.6221606,0.6084636,0.5743341,0.2019625,0.4764283,0,0,0.1,1,1,0.9
HRV2011,11.7173,HRV,Croatia,2011,1000,ECS,Europe and Central Asia,HIC,High income,0.410401787,,11779.53,4834.340161,,4280622,109075,115354,224429,116361,129844,140893,144135,143442,139916,154401,968992,4.5,995.5,40909.04833,9.6,41093.9712,9,"99,991",99.99,5.3,994.7,99.47,40876.17315,4,226,11.7173,68.92529412,,,96.3906,78.5159,96,0.063707,0.5611811,0.6237471,0.5373026,0.2178908,0.5210824,0,0,0.1,1,1,0.9
HRV2012,11.816,HRV,Croatia,2012,1000,ECS,Europe and Central Asia,HIC,High income,0.4286582,,11546.7,4949.587634,,4267558,108597,115013,223610,117477,125734,138847,143956,142310,139720,151335,959379,4.4,995.6,41638.0513,9.8,41822.0684,8,"99,992",99.99,5.2,994.8,99.48,41604.59364,3,217,11.816,69.50588235,,,96.414,78.1061,96,0.00973,0.7065707,0.6068915,0.4582827,0.2455959,0.5408306,0,0,0.1,1,1,0.9
HRV2013,11.9947,HRV,Croatia,2013,1000,ECS,Europe and Central Asia,HIC,High income,0.427603908,,11536.86,4933.206425,,4255689,105140,111666,216806,119117,122382,136382,143582,142214,139051,148536,951264,4.3,995.7,39831.46165,9.4,40003.4766,9,"99,991",99.99,5.1,994.9,99.49,39799.45887,3,209,11.9947,70.55705882,,,96.4379,76.8237,96,0.1348386,0.7031556,0.6426679,0.4630746,0.2774972,0.5137413,0,0,0.1,1,1,0.9
HRV2014,12.0139,HRV,Croatia,2014,1000,ECS,Europe and Central Asia,HIC,High income,0.431597045,,11543.88,4982.304496,,4238389,101047,107624,208671,119514,120123,133213,142429,142759,137324,146076,941438,4.3,995.7,39247.52452,9.3,39417.0177,8,"99,992",99.99,5,995,99.5,39219.93261,3,202,12.0139,70.67,,,96.4623,75.5418,95,0.2228187,0.6967991,0.6191124,0.3950692,0.3045185,0.5149403,0,0,0.1,1,1,0.9
HRV2015,12.0098,HRV,Croatia,2015,1000,ECS,Europe and Central Asia,HIC,High income,0.447969381,,11933.38,5345.788852,,4203604,97766,104344,202110,117469,118635,129242,140060,142835,134754,143336,926331,4.2,995.8,37254.94488,8.9,37412.0756,8,"99,992",99.99,4.9,995.1,99.51,37228.75643,3,195,12.0098,70.64588235,,,96.4872,74.2596,94,0.2496057,0.5309173,0.590728,0.3640225,0.18684,0.5555071,0,0,0.11,1,1,0.89
HRV2016,11.955,HRV,Croatia,2016,1000,ECS,Europe and Central Asia,HIC,High income,0.459008485,,12441.5,5710.754066,,4174349,93545,100192,193737,113595,117412,126037,137792,143030,135103,140291,913260,4.1,995.9,37415.10752,9,37569.141,7,"99,993",99.99,4.8,995.2,99.52,37388.80912,3,189,11.955,70.32352941,,,96.5126,72.9769,93,0.21198,0.5035605,0.6637695,0.3562783,0.3843882,0.5253699,0,0,0.11,1,1,0.89
HRV2017,11.9093,HRV,Croatia,2017,1000,ECS,Europe and Central Asia,HIC,High income,0.454561628,,13021.67,5919.151515,,4124531,90751,97152,187903,107562,116484,121941,134363,141630,135678,136670,894328,4.1,995.9,36557.82176,8.9,36708.3259,8,"99,992",99.99,4.8,995.2,99.52,36532.12594,3,182,11.9093,70.05470588,,,96.5384,71.6935,92,0.1179555,0.6090569,0.6920319,0.4240429,0.3588388,0.4791637,0,0,0.11,1,1,0.89
HRV2018,11.8488,HRV,Croatia,2018,1000,ECS,Europe and Central Asia,HIC,High income,0.456441824,,13519.56,6170.892622,,4087843,89697,95716,185413,101382,116151,118295,131012,139936,137109,133900,877785,4,996,36643.42465,9,36790.587,,,,4.7,995.3,99.53,36617.67124,,176,11.8488,69.69882353,,,96.5469,70.3923,93,0.0779362,0.5073917,0.8028065,0.5371523,0.352705,0.4375764,0,0,0.11,1,1,0.89
HRV2019,0,HRV,Croatia,2019,1000,ECS,Europe and Central Asia,HIC,High income,0.462162445,,14068.04,6501.719761,,4065253,89152,94816,183968,96736,115415,115600,127941,138287,138763,132410,865152,3.9,996.1,36039.64677,8.9,36180.7517,,,,4.6,995.4,99.54,36014.32024,,170,,,,,96.5558,69.0897,94,0.0820259,0.4592125,0.6946999,0.5906433,0.3953754,0.4553147,0,0,0.1,1,1,0.9
HRV2020,0,HRV,Croatia,2020,1000,ECS,Europe and Central Asia,HIC,High income,0.445245866,0,12984.7,5781.384,0,4047680,88071,93497,181568,94367,113424,113849,124969,136540,139872,132094,855115,3.9,996.1,35883.85703,8.9,36024.352,,,,4.6,995.4,99.54,35858.63998,,164,,,,,96.5652,67.7856,94,0.2007412,0.4377178,0.6074048,0.43394,0.29418,0.5801762,0,0,0.09,1,1,0.91
HRV2021,,HRV,Croatia,2021,1000,ECS,Europe and Central Asia,HIC,High income,,,14888.33,,,3899000,84048,88818,172866,90784,106760,109653,118276,130238,135740,128307,819758,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0.08,1,1,0.92
HTI1980,5.09467,HTI,Haiti,1980,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,2133.212,,0,5643175,451176,461843,913019,302918,257002,220128,171084,157572,138924,114978,1362606,128.6,871.4,206602.2777,42.014,237092.3545,,,,190.7,809.3,80.93,191878.8425,,42654,5.09467,29.96864706,,,,,3,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1981,5.52514,HTI,Haiti,1981,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,2025.625,,0,5773367,473738,485300,959038,307280,262248,225425,175831,157358,141315,117980,1387437,125.4,874.6,214099.0488,42.401,244796.5342,,,,185.7,814.3,81.43,199337.8178,,42993,5.52514,32.50082353,,,,,14,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1982,5.57376,HTI,Haiti,1982,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1908.203,,0,5910223,494834,507531,1002365,311234,268817,229266,182930,156357,143494,121208,1413306,122.4,877.6,220683.2776,42.547,251462.258,,,,180.8,819.2,81.92,205997.8817,,43173,5.57376,32.78682353,,,,,13,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1983,6.09702,HTI,Haiti,1983,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1880.544,,0,6051617,514044,528001,1042045,314751,276193,232219,191322,155420,145230,124479,1439614,119.4,880.6,226106.4292,42.429,256764.0577,,,,176,824,82.4,211573.5835,,43114,6.09702,35.86482353,,,,,9,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1984,6.46852,HTI,Haiti,1984,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1842.64,,0,6194686,530493,545617,1076110,318045,283387,235553,199300,155880,146277,127536,1465978,116.5,883.5,230117.9716,42.046,260461.7676,,,,171.2,828.8,82.88,215870.713,,42821,6.46852,38.05011765,,,,,14,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1985,0,HTI,Haiti,1985,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1812.053,,0,6337275,543918,559915,1103833,321445,289729,240198,205777,158521,146605,130189,1492464,113.7,886.3,232678.5258,41.426,262527.9542,,,,166.7,833.3,83.33,218764.5442,,42287,6.653499999999999,39.138235295,,,,,19,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1986,6.83848,HTI,Haiti,1986,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1763.724,,0,6478537,559098,575694,1134792,323537,293609,245412,210318,163151,146112,131909,1514048,111,889,233993.6911,40.628,263210.0012,,,,162.1,837.9,83.79,220543.66,,41518,6.83848,40.22635294,,,,,24,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1987,0,HTI,Haiti,1987,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1712.661,,0,6618742,565096,581799,1146895,326241,297387,252086,213610,170143,145186,133614,1538267,108.3,891.7,234584.1008,39.747,263075.1383,,,,157.8,842.2,84.22,221561.8815,,40612,,,,,,,28,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1988,0,HTI,Haiti,1988,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1680.676,,0,6758222,564967,581435,1146402,329898,301119,259362,216285,178271,144529,135097,1564561,105.7,894.3,234889.2721,38.864,262651.5398,,,,153.5,846.5,84.65,222334.5284,,39609,,,,,,,48,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1989,0,HTI,Haiti,1989,1000,LCN,Latin America and Caribbean,LIC,Low income,,0,1598.703,,0,6897755,563257,579442,1142699,335229,304753,266036,219407,185701,145204,136045,1592375,103.1,896.9,235239.1438,38.024,262280.2361,,,,149.3,850.7,85.07,223121.7969,,38571,,,,,,,50,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1990,0,HTI,Haiti,1990,1000,LCN,Latin America and Caribbean,LIC,Low income,0.078455437,0.078455437,1583.131,124.2052342,124.2052342,7037915,563417,579526,1142943,342839,308290,271564,223599,191409,147794,136346,1621841,100.5,899.5,235859.3334,37.257,262211.5992,,,,145.2,854.8,85.48,224138.475,,37530,,,,,,,41,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1991,0,HTI,Haiti,1991,1000,LCN,Latin America and Caribbean,LIC,Low income,0.07883542,0.07883542,1581.291,124.6617398,124.6617398,7178611,559534,575187,1134721,352489,311071,276781,229353,196280,152492,136435,1654901,97.9,902.1,236820.9196,36.57,262521.8043,,,,141,859,85.9,225506.2299,,36490,,,,,,,36,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1992,0,HTI,Haiti,1992,1000,LCN,Latin America and Caribbean,LIC,Low income,0.054903799,0.054903799,1468.506,80.62655791,80.62655791,7319491,560966,576835,1137801,363887,313425,280854,235812,199454,158965,135649,1688046,95.3,904.7,237959.5399,35.935,263025.9091,,,,136.9,863.1,86.31,227017.6621,,35462,,,,,,,38,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1993,0,HTI,Haiti,1993,1000,LCN,Latin America and Caribbean,LIC,Low income,0.057921987,0.057921987,1362.537,78.92084976,78.92084976,7460684,566247,582812,1149059,377077,316493,284059,242561,201797,166322,134852,1723161,92.6,907.4,239184.6751,35.331,263593.4264,,,,132.6,867.4,86.74,228640.9381,,34432,,,,,,,39,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1994,0,HTI,Haiti,1994,1000,LCN,Latin America and Caribbean,LIC,Low income,0.018024752,0.017880008,1177.354,21.22151339,21.05109884,7602318,572209,589606,1161815,392252,321666,286938,248893,204689,173187,135332,1762957,90,910,240452.7277,34.757,264233.7667,,,,128.4,871.6,87.16,230306.1511,,33406,,,,,,,41,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1995,0,HTI,Haiti,1995,1000,LCN,Latin America and Caribbean,LIC,Low income,0.034916722,0.034636421,1270.13,44.34877671,43.99275798,7744509,576668,594786,1171454,409369,329578,289970,254323,208871,178713,137782,1808606,87.3,912.7,241817.4896,34.211,264947.3974,,,,124.1,875.9,87.59,232067.4254,,32375,,,,,,,42,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1996,0,HTI,Haiti,1996,1000,LCN,Latin America and Caribbean,LIC,Low income,0.042745005,0.042402142,1298.774,55.51610158,55.07079991,7887312,583254,602323,1185577,426908,338174,292749,258900,214034,183103,142011,1855879,84.6,915.4,243250.5497,33.691,265731.4286,,,,119.9,880.1,88.01,233870.2303,,31363,,,,,,,42,-1.173277,-0.9984455,-0.7567108,-0.9129845,-1.387391,-0.6890299,NaN,NaN,NaN,NaN,NaN,NaN
HTI1997,0,HTI,Haiti,1997,1000,LCN,Latin America and Caribbean,LIC,Low income,0.051385239,0.05097282,1310.082,67.31887614,66.77857436,8030721,587176,606915,1194091,446571,349043,295511,262876,220325,186231,148260,1908817,81.9,918.1,244717.4073,33.191,266547.6607,,,,115.6,884.4,88.44,235734.7511,,30347,,,,,,,42,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI1998,0,HTI,Haiti,1998,1000,LCN,Latin America and Caribbean,LIC,Low income,0.049582263,0.049184477,1315.092,65.20523676,64.68211249,8174680,589054,609227,1198281,466486,362257,298874,266350,227158,188741,155555,1965421,79.3,920.7,246166.8765,32.707,267369.2588,,,,111.5,888.5,88.85,237557.5864,,29365,,,,,,,41,-1.203155,-1.221441,-0.9412417,-0.8073139,-1.31465,-0.614243,NaN,NaN,NaN,NaN,NaN,NaN
HTI1999,0,HTI,Haiti,1999,1000,LCN,Latin America and Caribbean,LIC,Low income,0.052577423,0.052155699,1327.29,69.7854881,69.22573783,8319070,590633,611146,1201779,483951,377590,303789,269453,233527,191699,162363,2022372,76.8,923.2,247577.8126,32.236,268173.5405,,,,107.6,892.4,89.24,239318.0676,,28437,,,,,,,39,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
HTI2000,0,HTI,Haiti,2000,1000,LCN,Latin America and Caribbean,LIC,Low income,0.046147862,0.045777715,1315.944,60.72800244,60.24090955,8463802,593324,614195,1207519,497425,394626,310984,272363,238821,195746,167763,2077728,74.5,925.5,248917.1456,31.777,268954.2362,437,"99,563",99.56,103.9,896.1,89.61,241009.891,1200,27552,,,56.2393,,16.7495,,43,-1.243224,-1.36267,-0.6293605,-0.8997458,-1.463397,-0.7338627,0.15,0.09,0.42,0.85,0.91,0.58
HTI2001,0,HTI,Haiti,2001,1000,LCN,Latin America and Caribbean,LIC,Low income,0.041967061,0.041749852,1289.344,54.10997831,53.82992073,8608810,597917,619127,1217044,506271,411942,320238,275313,243429,200927,172015,2130135,72.3,927.7,250197.7211,31.328,269696.7997,437,"99,563",99.56,100.5,899.5,89.95,242592.2713,1200,26727,,,57.0608,,17.8375,,46,,,,,,,0.13,0.07,0.43,0.87,0.93,0.57
HTI2002,0,HTI,Haiti,2002,1000,LCN,Latin America and Caribbean,LIC,Low income,0.047067465,0.046691781,1281.274,60.30631885,59.82496521,8754148,601297,622603,1223900,511289,431098,331375,278104,247371,207121,175032,2181390,70.3,929.7,251413.5515,30.891,270424.3859,441,"99,559",99.56,97.3,902.7,90.27,244112.0931,1200,25975,,,57.8903,,18.9377,,50,-1.685485,-1.545026,-1.256317,-1.02236,-1.767751,-1.180776,0.12,0.06,0.43,0.88,0.94,0.57
